Record Sequence Number,EQID_Code,EQID,Epicenter Latitude (deg; positive N),Epicenter Longitude (deg; positive E),Hypocenter Depth (km),Magnitude,Station ID,Station Code,SSN,Station Latitude (deg positive N),Station Longitude (deg positive E),FBA,Tn,P*,Cat,Repi_OpenQuake,Rrup_OpenQuake,Rhypo_OpenQuake,Tcorner,Rvolc [km],FBA_RvolcBased,Total,dBe,dWe,dBe Tau Fixed,dWe Tau Fixed,Magbin,R_Bin,Rvolc_Bin,Rvolc[%],dWe_Convert,Cat_Tag,T_0.01_RotD50,T_0.02_RotD50,T_0.03_RotD50,T_0.05_RotD50,T_0.075_RotD50,T_0.1_RotD50,T_0.15_RotD50,T_0.2_RotD50,T_0.25_RotD50,T_0.3_RotD50,T_0.4_RotD50,T_0.5_RotD50,T_0.75_RotD50,T_1.0_RotD50,T_1.5_RotD50,T_2.0_RotD50,T_3.0_RotD50,T_4.0_RotD50,T_5.0_RotD50,T_6.0_RotD50,T_7.5_RotD50,T_10.0_RotD50
1223,CO_19940606204742,1,2.91,-75.978,12.0,6.7765,RNAC_317,ROSC,232,4.8449,-74.3211,0,0.8,2.57210556818155,4,283.7297026,266.2941307,285.0012869,1.643419133507262,11.74297548380071,1,0.2034666545982703,0.5582,-0.3547333454017297,0.2451238604848695,-0.04165720588659919,,250<= R < 300,0.0,4.138789621316407,0.7013604392619597,s4,0.0108917163098878,0.010935944617737,0.0111119899388379,0.0112986369317023,0.0120578144036697,0.0113444769011213,0.0121360957390417,0.0125578864831804,0.0150663754943934,0.0183451008970438,0.0208546017023445,0.0263995241896024,0.034220976207951,0.0308785189092762,0.0279275050662589,,,,,,,
1224,CO_19950119150505,4,5.046,-72.939,17.0,6.4996,RNAC_317,ROSC,232,4.8449,-74.3211,0,0.8,2.57210556818155,4,159.9229531,147.1210008,161.8350128,5.040640161300486,0.0,0,-0.2869333454017298,0.2872,-0.5741333454017298,0.07860341409672267,-0.3655367594984524,6.0<= M < 6.5,100<= R < 150,,0.0,0.5631927509510911,s4,0.012580759266055,0.0129254537410805,0.0130922997145769,0.0130216882670744,0.0129040723955147,0.0127877382874617,0.013296031559633,0.0148509476860346,0.01745612490316,0.0180291299796126,0.031110088756371,0.0309126641997961,0.0370494086238532,0.0385270478491335,0.0188695513863404,0.0160277950968399,0.0106031550560652,0.0058585145229357,0.0027739960795107,,,
1230,CO_19990125181918,20,4.445,-75.659,17.0,6.1355,RNAC_317,ROSC,232,4.8449,-74.3211,1,0.8,2.57210556818155,4,155.8690507,148.8815082,157.9489181,14.14677276746242,34.84305560992551,1,-2.81043334540173,-0.0419,-2.76853334540173,-0.0906508326576597,-2.71978251274407,6.0<= M < 6.5,100<= R < 150,25.0,22.35405646820014,0.0627539756878639,s4,0.0005154116371049,0.0005248547431192,0.0005552590825688,0.0005507477431192,0.0005345171416921,0.0005620774882772,0.0007174021539245,0.0011028242650356,0.0016301956136595,0.0015980872150866,0.0025184532956167,0.0016265650581039,0.0009547430774719,0.0003740675840978,0.0001353140030581,7.427452293577982e-05,4.160106625891947e-05,2.070575535168196e-05,1.353926401630989e-05,1.066146585117227e-05,6.047682976554536e-06,3.191666666666666e-06
1235,CO_20080524192044,53,4.374,-73.708,14.6999999999999,5.8671,RNAC_317,ROSC,232,4.8449,-74.3211,0,0.8,2.57210556818155,4,85.8143121,81.97606844,88.59221948,1.6,0.0,0,-1.50533334540173,-0.0735,-1.43183334540173,-0.10375249495187,-1.40158085044986,5.5<= M < 6.0,50<= R < 100,,0.0,0.2388705882631356,s4,0.0037517483537206,0.0037569771416921,0.0037663336391437,0.0037984308776758,0.0038128759847094,0.0043501954097859,0.0049380921162079,0.0066143049877675,0.0086380366513761,0.0090203772477064,0.0113673106829765,0.013510070316004,0.0081196618888888,0.0051109642925586,0.003930495895005,,,,,,,
1238,CO_20100729193445,64,3.907,-75.097,33.1,5.0567,RNAC_317,ROSC,232,4.8449,-74.3211,0,0.8,2.57210556818155,4,135.1507986,137.1312244,140.2519643,1.886569979955194,0.0,0,-0.2828333454017297,0.5211,-0.8039333454017297,0.4637739352885272,-0.7466072806902568,5.0<= M < 5.5,100<= R < 150,,0.0,0.4475650693801048,s4,0.0026024422140672,0.0026106318328236,0.0026230654536187,0.0026555131070336,0.0027490830713557,0.0030968593679918,0.0040989773261977,0.0057810820061162,0.0067724811314984,0.0086561094536187,0.0078650856962283,0.0106341012844036,0.0031297593496432,0.0012423934770642,0.0004211282884811,,,,,,,
1244,CO_20130825233555,82,7.644,-74.999,24.6999999999999,4.8747,RNAC_317,ROSC,232,4.8449,-74.3211,0,0.8,2.57210556818155,4,319.9414931,318.7023412,321.2509858,2.652959708174432,0.0,0,-1.24633334540173,-0.0116,-1.23473334540173,-0.3128799031506486,-0.9334534422510812,4.5<= M < 5.0,,,0.0,0.2909123251353485,s4,0.0001293966381243,0.0001357757594291,0.0001364006106014,0.0001404946911314,0.0001403059520897,0.0001361687798165,0.000182509767584,0.0002116316554536,0.0002711640183486,0.0002652565035677,0.0003096638776758,0.0003662415851172,0.0002700511845056,0.000226242285423,0.0001129357339449,6.521904077471967e-05,,,,,,
1246,CO_20140217094136,87,6.5355,-71.7051,41.1,5.3235,RNAC_317,ROSC,232,4.8449,-74.3211,0,0.8,2.57210556818155,4,343.2863135,344.0520944,346.2795137,2.610540055473976,0.0,0,-1.26443334540173,0.2625,-1.52693334540173,-0.004158254861956217,-1.260275090539773,5.0<= M < 5.5,,,0.0,0.2172007266482957,s4,0.0002368037227319,0.0002431712629969,0.0002397814913353,0.0002403922395514,0.0002535874230377,0.0002710349449541,0.0003623753914373,0.0004858523679918,0.0006706331284403,0.000583996914373,0.0009194450336391,0.0008231148318042,0.0003773927278287,0.0003465027543323,0.0002270295229357,0.0001647480621814,,,,,,
1266,CO_20151229025406,110,6.86,-76.7,5.69999999999999,5.0933,RNAC_317,ROSC,232,4.8449,-74.3211,0,0.8,2.57210556818155,4,344.896041,342.9113724,345.0480689,2.91332847778587,28.34107545944099,1,-0.9779333454017298,-0.0449,-0.9330333454017298,-0.2916980704409847,-0.6862352749607451,5.0<= M < 5.5,,25.0,8.217280597732634,0.3933587060352521,s4,0.0001436385086646,0.0001462195840978,0.0001479979062181,0.0001423038572884,0.000143655795107,0.0001438446391437,0.0001484976248725,0.0001620339938837,0.0001962105739041,0.0002765147461773,0.0003295141987767,0.0004301731508664,0.0004604541335372,0.0002243058990825,0.0001459517971457,0.000123981698267,,,,,,
1287,CO_20070620190407,49,7.117,-72.221,24.3,5.1923,RNAC_183,CSARD,146,8.0557,-72.7947,0,0.3,2.77638110350458,3,120.5718037,122.4936681,123.3845573,3.230365435089845,0.0,0,-0.6568604729822258,-0.0435,-0.6133604729822258,-0.1041558861771998,-0.552704586805026,5.0<= M < 5.5,100<= R < 150,,0.0,0.5415280176959313,s3,0.0025438582793068,0.0026384562222222,0.0028885581172273,0.0045455646615698,0.0047861377288481,0.0050535635300713,0.0045191479775739,0.004266019404689,0.0072174134546381,0.0060101190050968,0.0049488352823649,0.0022328644250764,0.0012258476279306,0.0009672500336391,0.0005765483149847,0.0003495119011213,0.0001743971783893,,,,,
1288,CO_20070716225823,50,7.16,-72.177,30.5999999999999,5.2141,RNAC_183,CSARD,146,8.0557,-72.7947,0,0.3,2.77638110350458,3,118.9124909,121.7999686,123.1804059,2.742073693230505,0.0,0,0.4113395270177742,-0.0746,0.4859395270177742,-0.2149248088298886,0.6262643358476627,5.0<= M < 5.5,100<= R < 150,,0.0,1.625701682209768,s3,0.0080845366146789,0.0082450773068297,0.0087468193170234,0.0109255844852191,0.0108292510703363,0.0138501837003058,0.0142915272579001,0.0197299770132517,0.0245094973700305,0.022370535188583,0.0177501333944954,0.018842562324159,0.004487896961264,0.002012469922528,0.0008816290122324,0.0004540747023445,,,,,,
1290,CO_20150205042151,97,8.24,-72.14,5.0,5.2789,RNAC_183,CSARD,146,8.0557,-72.7947,0,0.3,2.77638110350458,3,75.40606688,72.21275729,75.76025194,4.516966856755689,0.0,0,-0.4492604729822258,0.0559,-0.5051604729822258,0.1557216651187647,-0.6049821381009906,5.0<= M < 5.5,50<= R < 100,,0.0,0.6034087368577566,s3,0.0066481417074413,0.0069885230530071,0.0074671272782874,0.0162009161569826,0.018352215922528,0.0288787688685015,0.0155114304077471,0.0072440433200815,0.010131199953109,0.0140425064729867,0.0037779666962283,0.0031968940866462,0.001453640953109,0.0010171870397553,0.0007359583414882,0.0005183531427115,0.0003003628562691,0.0001342192640163,,,,
1303,CO_20080524192044,53,4.374,-73.708,14.6999999999999,5.8671,RNAC_247,GUA,189,2.5421,-72.6239,0,0.36,5.23794459962821,3,236.5286872,232.5587541,237.30911,1.6,0.0,0,1.142729430469432,-0.0735,1.216229430469431,-0.10375249495187,1.246481925421302,5.5<= M < 6.0,200<= R < 250,,0.0,3.3744401546779,s3,0.0176141109582059,0.0177876931600407,0.0180581461467889,0.0190460671661569,0.0289457531906218,0.0404254942915392,0.0513747874413863,0.0484098132619775,0.0524358603363914,0.0607322182670744,0.0298166669011213,0.0213864947298674,0.0071558917237512,0.0066163067767584,0.0035797844026503,,,,,,,
1305,CO_20151128105911,109,3.89,-71.17,15.4,4.8266,RNAC_247,GUA,189,2.5421,-72.6239,0,0.36,5.23794459962821,3,220.3004909,218.7494631,220.949387,10.17811704834606,0.0,0,1.061129430469431,0.3182,0.7429294304694313,0.3737840727102811,0.6873453577591501,4.5<= M < 5.0,200<= R < 250,,0.0,2.102084413841775,s3,0.004335931609582,0.0044008034913353,0.0047204486462793,0.0059651111447502,0.0113191591845056,0.0092563831763506,0.01178468617737,0.0126394816309887,0.012567584138634,0.0070450097920489,0.0073702508511722,0.0036035197900101,0.0008444374454638,0.0006236019317023,0.0002270449755351,0.0001371237737003,4.49152252803262e-05,3.245380530071355e-05,1.581922120285423e-05,1.078840570846075e-05,6.278083588175331e-06,6.043666666666667e-06
1330,CO_20130516162918,79,12.036,-73.46,33.4,4.7784,RNAC_320,SMAR,234,11.1638,-74.2245,0,0.12,1.55575890659825,1,127.507066,130.4416369,132.1196724,1.6,0.0,0,-0.7324352901943209,-0.3881,-0.3443352901943209,-0.3274775646333185,-0.4049577255610024,4.5<= M < 5.0,100<= R < 150,,0.0,0.708691270975735,s1,0.0006765381264016,0.000743981678899,0.0011535507186544,0.0012079682375127,0.0020280178012232,0.0014588151559633,0.0013028647278287,0.0012115186554536,0.000971619991845,0.0007527980632008,0.0006743341416921,0.0004819547991845,0.0001485569969418,8.697849235474006e-05,4.303190621814475e-05,,,,,,,
1343,CO_20150509143151,102,11.48,-72.12,38.6999999999999,4.8612,RNAC_320,SMAR,234,11.1638,-74.2245,0,0.12,1.55575890659825,1,232.2730307,234.3923743,235.7189742,3.793266951161688,0.0,0,0.1874647098056792,0.4093,-0.2218352901943208,0.3151782933294719,-0.1277135835237928,4.5<= M < 5.0,200<= R < 250,,0.0,0.8010472938134253,s1,0.0006328469204892,0.0006647018583078,0.0006635968103975,0.0007528271763506,0.0009798730621814,0.001217614304791,0.0014456342405708,0.0012471650061162,0.0015047943190621,0.0015351061314984,0.0016154190948012,0.0015177541233435,0.0006607682599388,0.0003384027268093,0.0001375849592252,7.591470030581039e-05,2.982726707441387e-05,,,,,
1364,CO_20150205042151,97,8.24,-72.14,5.0,5.2789,RNAC_324,TAM,236,6.4354,-71.7913,0,0.46,2.01231858625836,4,203.1353203,201.3636139,203.2621428,11.62790697674419,0.0,0,0.5877037070172823,0.0559,0.5318037070172823,0.1557216651187647,0.4319820418985175,5.0<= M < 5.5,200<= R < 250,,0.0,1.701999450026191,s4,0.0027772336768603,0.0027907680489296,0.0028256205076452,0.0028717154760448,0.0037468605626911,0.0045638680927624,0.0077548585076452,0.0059185963975535,0.0061385702008154,0.0078169501223241,0.006732713551478,0.0057889998032619,0.0036077512436289,0.0027949619347604,0.0014347575810397,0.0009939488369011,0.0004109472609582,0.0002603359490316,0.0001409928470948,8.833895820591234e-05,6.94831376146789e-05,5.470249745158002e-05
1371,CO_20151128105911,109,3.89,-71.17,15.4,4.8266,RNAC_324,TAM,236,6.4354,-71.7913,0,0.46,2.01231858625836,4,291.3941207,289.9019323,291.8967897,1.6,0.0,0,0.4946037070172823,0.3182,0.1764037070172823,0.3737840727102811,0.1208196343070012,4.5<= M < 5.0,250<= R < 300,,0.0,1.192919551447092,s4,0.0006752873496432,0.000680596304791,0.0006892904882772,0.0007216268572884,0.0009915245769622,0.0012936827410805,0.0017919663414882,0.0022508006055045,0.0019598923506625,0.0017586026687054,0.0014058110448521,0.0011902387339449,0.0002628027900101,0.0001790203679918,0.0001028273170234,,,,,,,
1378,CO_19990125181918,20,4.445,-75.659,17.0,6.1355,RNAC_202,CTOCH,159,3.624,-76.091,0,0.25,1.59856584543114,1,101.2308888,102.4876701,104.0515271,3.84375150146543,0.0,0,-1.018682432451723,-0.0419,-0.9767824324517228,-0.0906508326576597,-0.928031599794063,6.0<= M < 6.5,100<= R < 150,,0.0,0.3765206324981784,s1,0.0033168586218144,0.0033526514424057,0.0034727009582059,0.0036868061376146,0.0050678369602446,0.0070436386992864,0.0089385712874617,0.0093718390815494,0.0090774818735983,0.0080623720876656,0.0063368819408766,0.0059930243904179,0.0034945503312945,0.0033009125290519,0.0017021040530071,0.0013422791437308,0.0013476611946992,,,,,
1426,CO_20141020193321,93,0.7502,-77.9307,3.1,5.6074,RNAC_327,TUM3C,238,1.824,-78.745,0,0.06,2.31616183361032,2,149.8352115,145.3833145,149.9675896,3.707136237256719,20.87930345102416,1,0.06805609741226892,-0.6886,0.7566560974122689,-0.6709665309519168,0.7390226283641858,5.5<= M < 6.0,100<= R < 150,0.0,13.93484431463172,2.131137974560811,s2,0.0032651661223241,0.0062155336992864,0.0143164361569826,0.0043259317849133,0.0017303712558613,0.0017891462568807,0.0017749843955147,0.0026334346350662,0.0027692403649337,0.0026194129541284,0.0019399966666666,0.0013690847808358,0.0024255317889908,0.0020781333679918,0.0014782359510703,0.0011731887533129,0.0006986809021406,,,,,
1442,CO_20070620190407,49,7.117,-72.221,24.3,5.1923,RNAC_212,CTUN3,167,5.5543,-73.3584,0,0.2,3.09185769588223,2,214.9929,212.8593406,216.8557558,1.6,0.0,0,-0.1263782189131286,-0.0435,-0.08287821891312858,-0.1041558861771998,-0.02222233273592875,5.0<= M < 5.5,200<= R < 250,,0.0,0.9204632354081087,s2,0.0011582778919469,0.0011733596513761,0.0011848384169215,0.0011968565718654,0.0012387595259938,0.0013105467645259,0.0019441221427115,0.0030437703363914,0.0040379966320081,0.0031662805035677,0.0037880267645259,0.0031957747054026,0.0022414660937818,0.0015421426462793,0.000956292706422,,,,,,,
1444,CO_20080524192044,53,4.374,-73.708,14.6999999999999,5.8671,RNAC_212,CTUN3,167,5.5543,-73.3584,0,0.2,3.09185769588223,2,136.9129228,137.8113001,138.6278837,4.468025691147725,0.0,0,-0.5642782189131286,-0.0735,-0.4907782189131286,-0.10375249495187,-0.4605257239612586,5.5<= M < 6.0,100<= R < 150,,0.0,0.6121498222004976,s2,0.0035606926503567,0.0035899468542303,0.0036274298002038,0.0036665703730886,0.003962814883792,0.0047120220917431,0.0072973182742099,0.0093092541508664,0.0124214286442405,0.0114902242813455,0.0091149672212028,0.0083298526534148,0.0046478101345565,0.0024013799194699,0.0021987473700305,0.0024140822293577,0.0013611749938837,0.0008522146860346,,,,
1447,CO_20140217094136,87,6.5355,-71.7051,41.1,5.3235,RNAC_212,CTUN3,167,5.5543,-73.3584,0,0.2,3.09185769588223,2,211.0666914,214.0041776,215.8435216,1.803223261580075,0.0,0,-0.6247782189131286,0.2625,-0.8872782189131285,-0.004158254861956217,-0.6206199640511724,5.0<= M < 5.5,200<= R < 250,,0.0,0.4117749902822209,s2,0.0009583705993883,0.0009782246962283,0.0009705864403669,0.001161163216106,0.0014558829245667,0.0015656278389398,0.0028436644882772,0.0037415618195718,0.0036992635565749,0.0028325913720693,0.0019801940234454,0.0014533043343527,0.001037646343527,0.0006990636544342,0.0004833291274209,,,,,,,
1471,CO_20130516162918,79,12.036,-73.46,33.4,4.7784,RNAC_329,URI,240,11.7017,-71.9925,0,0.06,1.84743639882318,1,163.7354055,165.7858016,167.3485116,5.434782608695652,0.0,0,-0.2940506151501674,-0.3881,0.0940493848498326,-0.3274775646333185,0.03342694948315106,4.5<= M < 5.0,150<= R < 200,,0.0,1.098613999464899,s1,0.0006729808440366,0.0007500403567787,0.0008799302099898,0.0023259684077471,0.0018128984026503,0.0015954729327217,0.0016302802538226,0.0014143435535168,0.0012171917767584,0.0011601623700305,0.0008644325932721,0.0009481751753312,0.0002434672232415,0.0001672430978593,0.0001133365005096,4.605323649337411e-05,2.122167686034659e-05,1.097688583078491e-05,6.505598369011213e-06,,,
1487,CO_20150509143151,102,11.48,-72.12,38.6999999999999,4.8612,RNAC_329,URI,240,11.7017,-71.9925,0,0.06,1.84743639882318,1,28.19463807,47.15262579,49.05187031,24.9609984399376,0.0,0,1.428649384849833,0.4093,1.019349384849833,0.3151782933294719,1.113471091520361,4.5<= M < 5.0,0<= R < 50,,0.0,2.771391068256,s1,0.0343778900815494,0.0472934407849133,0.0716281211722732,0.1126862577981651,0.0924131645769622,0.0405526869520897,0.0191572991029561,0.0130720892252803,0.0083791864260958,0.0069205228562691,0.0049022415382262,0.0037184891681957,0.0028655740703363,0.0016699036228338,0.0007176336106014,0.0003456187054026,0.0001506849877675,9.314644546381244e-05,5.760114475025485e-05,4.028983995922528e-05,2.652254841997961e-05,1.598048012232416e-05
1500,CO_20150205042151,97,8.24,-72.14,5.0,5.2789,RNAC_331,VALLC,241,10.5086,-73.2581,0,0.02,1.99435931977842,2,281.7856895,279.8797181,281.8748499,8.805723720418273,0.0,0,0.7880943721902657,0.0559,0.7321943721902657,0.1557216651187647,0.632372707071501,5.0<= M < 5.5,250<= R < 300,,0.0,2.079639106544538,s2,0.001363331108053,0.0013596670958205,0.0017058724311926,0.0033997089500509,0.0041634611957186,0.0050421302742099,0.0035840863363914,0.0024919348409785,0.0020026892446483,0.0015567618369011,0.0011795030550458,0.0013139308287461,0.0004382701467889,0.0003121976615698,0.0002905820468909,0.000204450579001,0.0001035008583078,4.480025790010194e-05,2.07589001019368e-05,1.844558715596331e-05,1.054727013251784e-05,
1508,CO_20040818070652,34,2.221,-76.623,22.9,5.0667,RNAC_227,CVERS,178,4.574,-76.208,0,0.64,8.3053103810736,4,265.9450023,265.0711183,267.2646393,1.6,2.183768450138769,1,-0.522980504718894,-0.4105,-0.1124805047188941,-0.2327614561870769,-0.2902190485318171,5.0<= M < 5.5,250<= R < 300,0.0,0.8211353592858132,0.8936147682098071,s4,0.0011647092201834,0.0011729589938837,0.0011818142293577,0.0011898728939857,0.0012260832609582,0.001307190061162,0.0016590771997961,0.0015922672996941,0.0019431845565749,0.0018138159520897,0.0027121995677879,0.0046300374352701,0.0023774616340468,0.0008671414831804,0.0003044064587155,,,,,,,
1515,CO_20140105033638,84,4.609,-76.6867,32.7999999999999,5.5045,RNAC_227,CVERS,178,4.574,-76.208,0,0.64,8.3053103810736,4,52.93762732,62.09117724,64.89170309,29.46593001841621,0.0,0,0.5229194952811059,-0.1887,0.7116194952811059,-0.3002000301742843,0.8231195254553902,5.5<= M < 6.0,50<= R < 100,,0.0,2.037287966672945,s4,0.0719672358715596,0.0730195495005096,0.0734567051987767,0.0829970265545362,0.1078003235474006,0.1827122427115188,0.3069846320081549,0.1430317126401631,0.1294160103975535,0.0908090619164118,0.1126879834862385,0.1377192726809378,0.1037081345565749,0.0255387281957186,0.0086877994872579,0.0049339526044852,0.0023216796340468,0.0010717019194699,0.0005958263149847,0.0004491003588175,0.0002825675840978,0.0001569714740061
1516,CO_20140109125017,85,3.017,-75.9317,15.3999999999999,5.0104,RNAC_227,CVERS,178,4.574,-76.208,1,0.64,8.3053103810736,4,176.0016895,174.8797782,177.017294,1.6,0.8067690016767102,1,0.02721949528110595,0.21,-0.182780504718894,0.209970453577446,-0.1827509582963401,5.0<= M < 5.5,150<= R < 200,0.0,0.4583870779699022,0.8329509644796248,s4,0.0041059477961264,0.0041296025351681,0.0041690302375127,0.0043218909041794,0.0047608755524974,0.0064063600366972,0.0108747433231396,0.0104581601732925,0.0108739412130479,0.0093110542670744,0.0122134357288481,0.0133653585830784,0.0051033675973496,0.0018235390479102,0.0005421466085626,,,,,,,
1518,CO_19940606204742,1,2.91,-75.978,12.0,6.7765,RNAC_228,CVHER,179,5.0324,-75.1197,1,0.48,1.5079093611224,1,254.2870158,237.2545543,255.603342,1.6,61.41187165702969,1,0.3758774206793756,0.5582,-0.1823225793206244,0.2451238604848695,0.1307535601945062,,200<= R < 250,50.0,24.15061243446693,0.8333324812282108,s1,0.0062977227808358,0.0068176921794087,0.0066623807930682,0.0068891492048929,0.0091685246279306,0.0099548310876656,0.0135925944444444,0.0126091423751274,0.0137612395922528,0.0118652394291539,0.016154126687054,0.0131872330682976,0.0095707446014271,0.0061812103700305,0.0049010553720693,,,,,,,
1520,CO_19950119150505,4,5.046,-72.939,17.0,6.4996,RNAC_228,CVHER,179,5.0324,-75.1197,1,0.48,1.5079093611224,1,247.3824985,234.4619694,248.5265139,4.027183488547697,0.0,0,0.2887774206793756,0.2872,0.0015774206793756,0.07860341409672267,0.210174006582653,6.0<= M < 6.5,200<= R < 250,,0.0,1.001578665461805,s1,0.0058049443700305,0.00604889253211,0.006300218972477,0.0064159621549439,0.0064775924556574,0.0071885471151885,0.008215716667686,0.0085021474352701,0.0118092866462793,0.0139769316004077,0.0170020052905198,0.0142990218858307,0.0136526811009174,0.0075323945677879,0.0054251378103975,0.0035161266269113,0.0020797847573904,0.0015043352752293,,,,
1525,CO_19990125181918,20,4.445,-75.659,17.0,6.1355,RNAC_228,CVHER,179,5.0324,-75.1197,0,0.48,1.5079093611224,1,90.25484129,87.17904751,93.53756899,8.146639511201629,48.57723521524334,1,-0.3913225793206244,-0.0419,-0.3494225793206244,-0.0906508326576597,-0.3006717466629646,6.0<= M < 6.5,50<= R < 100,25.0,53.82230417885137,0.7050951086935043,s1,0.0058679266299694,0.0062136089062181,0.0099885762120285,0.010251167482161,0.0174070725891947,0.0156846162385321,0.016654081049949,0.0126137038634046,0.013718742579001,0.0116013745056065,0.0084530920061162,0.0094249981957186,0.0058619869571865,0.0038522646442405,0.0027411586381243,0.0017997436534148,0.0023363678613659,0.0018212540397553,0.0010306964352701,0.0008910554016309,0.0005489854067278,
1532,CO_20070424085334,47,5.621,-75.895,50.6,5.1307,RNAC_228,CVHER,179,5.0324,-75.1197,0,0.48,1.5079093611224,1,107.4405565,118.9753477,120.4139691,16.26016260162602,42.15900706927964,1,0.7070774206793756,0.6116,0.09547742067937559,0.3734505728446608,0.3336268478347148,5.0<= M < 5.5,100<= R < 150,25.0,39.23937891114668,1.100183980346644,s1,0.0047175257920489,0.0047508614668705,0.0048315576004077,0.0050603724852191,0.0052726824505606,0.0066952435881753,0.0080351289836901,0.0069358621274209,0.0101644615351681,0.0104842853720693,0.0139874438124362,0.0138282755453618,0.00803500880632,0.0033336073129459,0.0013535523486238,0.0006410554852191,0.0002296182691131,0.0001222775056065,7.302293272171255e-05,5.134229459734965e-05,3.080240978593272e-05,1.846440366972477e-05
1538,CO_20140109125017,85,3.017,-75.9317,15.3999999999999,5.0104,RNAC_228,CVHER,179,5.0324,-75.1197,1,0.48,1.5079093611224,1,241.6030458,239.366418,242.3503073,3.707136237256719,48.2818510157111,1,0.7594774206793756,0.21,0.5494774206793757,0.209970453577446,0.5495069671019296,5.0<= M < 5.5,200<= R < 250,25.0,19.98395792397378,1.732347492307921,s1,0.0008375398715596,0.0008566831070336,0.0008941604159021,0.0010571889622833,0.001525085833843,0.0018682289164118,0.0019973444016309,0.0015763651049949,0.0016897309306829,0.0020649178542303,0.0024129770846075,0.0016091924169215,0.0005193477319062,0.0002741933007135,0.0001412520234454,0.0001114996371049,2.629822324159021e-05,,,,,
1547,CO_19950119150505,4,5.046,-72.939,17.0,6.4996,RNAC_230,CVIL1,181,4.177,-73.639,0,0.26,1.91145803653505,1,124.2417863,112.5745591,126.2204499,2.837382514630254,0.0,0,0.6879961768146349,0.2872,0.4007961768146349,0.07860341409672267,0.6093927627179122,6.0<= M < 6.5,100<= R < 150,,0.0,1.493012926834531,s1,0.0249530225382263,0.0250870304383282,0.0258153841896024,0.0289227565443425,0.0410443860856269,0.0533298255963302,0.0780604298980632,0.0708318139857288,0.0633601961875637,0.0686087981039755,0.0607933861977573,0.0568811398878695,0.0432460339551478,0.0277848807237512,0.0182430970438328,0.0210266869520897,,,,,,
1548,CO_19950120135924,5,5.166,-72.94,54.1,5.1646,RNAC_230,CVIL1,181,4.177,-73.639,0,0.26,1.91145803653505,1,133.2987602,141.8205955,144.3300914,6.392329204954055,0.0,0,0.933296176814635,-0.0697,1.002996176814635,-0.1133557186677453,1.04665189548238,5.0<= M < 5.5,100<= R < 150,,0.0,2.72643849475442,s1,0.0059447147655453,0.0063989009755351,0.0063586487339449,0.0071026470662589,0.008958070246687,0.0140887165341488,0.0136526151478083,0.0136209232212028,0.0186721518042813,0.0146454208154943,0.0113597744444444,0.0069356452110091,0.0035661921131498,0.0023046059367991,0.0008461375025484,0.0007661164954128,0.0003640871162079,0.0001231982905198,7.884172171253823e-05,7.06745127420999e-05,,
1549,CO_19950122104129,6,5.114,-72.954,21.7,5.6455,RNAC_230,CVIL1,181,4.177,-73.639,0,0.26,1.91145803653505,1,130.1541293,126.0216547,132.371756,2.065582235992771,0.0,0,0.3572961768146348,-0.2629,0.6201961768146348,-0.2722727505363311,0.6295689273509659,5.5<= M < 6.0,100<= R < 150,,0.0,1.859292756201307,s1,0.0056424012242609,0.0059756766503567,0.0059497240682976,0.006591951687054,0.0084131265739041,0.013813957512742,0.0140225291845056,0.0125057284199796,0.0141286080835881,0.0129119977268093,0.0079843248593272,0.0048704448318042,0.004775008470948,0.0041634988695208,0.0019375078154943,0.0017446183608562,,,,,,
1553,CO_19990125181918,20,4.445,-75.659,17.0,6.1355,RNAC_230,CVIL1,181,4.177,-73.639,1,0.26,1.91145803653505,1,226.2737953,217.8427987,227.440335,2.065582235992771,24.61131203219359,1,0.1758961768146348,-0.0419,0.2177961768146348,-0.0906508326576597,0.2665470094722945,6.0<= M < 6.5,200<= R < 250,0.0,10.87678403041026,1.243333621571629,s1,0.0030966096055045,0.0031075230988786,0.0031490635504587,0.0033081355728848,0.0035469699979612,0.0048057572252803,0.0061313416279306,0.0074523485463812,0.0091857229541284,0.0107853898980632,0.0076770583873598,0.0062879607003058,0.0065124162313965,0.0040363853261977,0.0023097009317023,0.0018314859582059,,,,,,
1558,CO_20080524192044,53,4.374,-73.708,14.6999999999999,5.8671,RNAC_230,CVIL1,181,4.177,-73.639,0,0.26,1.91145803653505,1,23.14194731,25.3971524,30.2422326,4.291845493562231,0.0,0,0.5479961768146349,-0.0735,0.6214961768146349,-0.10375249495187,0.6517486717665049,5.5<= M < 6.0,0<= R < 50,,0.0,1.86171140856778,s1,0.0621287533027522,0.0636944324464831,0.0672210348012232,0.0775658142099898,0.1415209435270132,0.157378266462793,0.138866973088685,0.1194977863404689,0.129702174108053,0.1355200556574923,0.0645532124770642,0.0891818227319062,0.0698263922324159,0.0466377489704383,0.0144870373088685,0.0123467645565749,0.007293878393476,0.0038310899449541,,,,
